职位名称,公司ID,公司名称,公司规模,职位领域,工作经验,工作地点,工资水平,学历,工作性质,公司标签,职位优势
Android开发工程师,8683,ZAKER,150-500人,移动互联网,1-3年,广州,8k-15k,大专,全职,"['弹性上班时间', '五天工作制', '领导好', '活力四射']","五险一金,弹性工作制,免费下午茶"
Android逆向开发工程师,11891,伊的家,2000人以上,电商,3-5年,广州,20k-30k,大专,全职,"['绩效奖金', '专项奖金', '股票期权', '节日礼物']",平台好，发展空间大，13~17薪
Android开发工程师,208230,西安天奇扬网络技术有限公司,15-50人,"移动互联网,电商",3-5年,西安,13k-25k,本科,全职,[],扁平管理，弹性工作
android开发工程师,80936,对对科技,50-150人,"移动互联网,社交",3-5年,深圳,15k-25k,本科,全职,"['绩效奖金', '五险一金', '领导耐撕', '节日礼物']","双休,国内外旅游,免费咖啡，免费健身"
安卓开发工程师,80936,对对科技,50-150人,"移动互联网,社交",3-5年,深圳,15k-25k,本科,全职,"['绩效奖金', '五险一金', '领导耐撕', '节日礼物']","双休,国内外旅游,行业爆发"
Android开发工程师,120373312,轻度科技,50-150人,"人工智能,软件开发",1-3年,武汉,10k-20k,本科,全职,[],海外平台、五险一金、周末双休、无需打卡
Android开发工程师,163182,音悦荚,50-150人,"移动互联网,教育",3-5年,北京,25k-50k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '全额五险一金']","弹性工作,带薪年假,五险一金"
Android开发工程师,293540,51JOB,2000人以上,"移动互联网,企业服务",1-3年,上海,10k-18k,本科,全职,[],"五险一金,技术大牛"
android开发工程师,356014,易宝软件科技（南京）有限公司,150-500人,移动互联网,3-5年,南京,16k-26k,本科,全职,[],双休，加班少，氛围好，薪资福利待遇好。
android开发工程师,121956874,咿啦看书,150-500人,"教育,软件开发",3-5年,杭州,12k-18k,本科,全职,"['带薪年假', '弹性工作', '领导好', '扁平管理']",独角兽 扁平管理 职位晋升通道敞亮
android开发工程师,520,小米集团,2000人以上,硬件,3-5年,武汉,15k-30k,本科,全职,"['快速成长', '免费班车', '扁平管理', '技能培训']","大平台,团队氛围,发展空间"
安卓开发工程师,117829141,粤云工业互联网创新,150-500人,"软件开发,物联网",3-5年,佛山,11k-20k,大专,全职,[],六险一金 周末双休 带薪年假
android开发工程师,100462,航盛车云,15-50人,"移动互联网,其他",1-3年,深圳,11k-16k,本科,全职,"['股票期权', '绩效奖金', '扁平管理', '年终分红']",五天工作制 带薪假期
Android,33051,TestBird,150-500人,"移动互联网,企业服务",1-3年,成都,12k-16k,本科,全职,"['股票期权', '绩效奖金', '定期体检', '美女多']","五险一金,年度体检,节日福利"
Android,33051,TestBird,150-500人,"移动互联网,企业服务",1-3年,成都,10k-16k,本科,全职,"['股票期权', '绩效奖金', '定期体检', '美女多']","五险一金,年度体检,节日福利"
Android开发工程师,214348,睿易教育,150-500人,"教育,移动互联网",5-10年,北京,15k-25k,本科,全职,"['专项奖金', '绩效奖金', '带薪年假', '午餐补助']",行业竞争力强，企业发展稳定
高级安卓开发工程师,7988,海鼎,500-2000人,企业服务,3-5年,上海,15k-30k,本科,全职,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",五险二金 大牛多多 氛围好 节日福利
Android,33829,艾拉物联,150-500人,"移动互联网,硬件",3-5年,成都,11k-18k,本科,全职,"['期权激励', '绩效奖金', '岗位晋升', '管理规范']",五险一金 发展空间
Android开发工程师,45699,深圳市拇指游玩科技有限公司,150-500人,"移动互联网,游戏",1-3年,深圳,10k-15k,本科,全职,"['节日礼物', '带薪年假', '绩效奖金', '岗位晋升']",领导好，年终奖，扁平化管理
安卓开发工程师,55021,坚果云,50-150人,"企业服务,数据服务",1-3年,上海,18k-30k,本科,全职,"['技能培训', '带薪年假', '五险一金', '住房补贴']",前沿技术驱动；年终奖丰厚；技术大牛
高级android开发工程师,124652,微创软件,2000人以上,"企业服务,移动互联网",3-5年,北京,15k-18k,本科,全职,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",大平台
android开发工程师,7907,华住酒店集团,2000人以上,"旅游,消费生活",3-5年,上海,15k-25k,大专,全职,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",上市公司 公司规模大 技术领导大咖 福利补贴
android开发工程师,55021,坚果云,50-150人,"企业服务,数据服务",1-3年,上海,18k-30k,本科,全职,"['技能培训', '带薪年假', '五险一金', '住房补贴']","技术前沿, 扁平化管理，年终奖丰厚"
Android开发工程师,381,豆瓣网,150-500人,移动互联网,1-3年,北京,15k-20k,本科,全职,"['年底双薪', '节日礼物', '股票期权', '带薪年假']","六险一金,补充医疗,带薪病假,早餐下午茶"
安卓开发工程师,69731,橙子科技,50-150人,"移动互联网,电商",3-5年,杭州,12k-24k,本科,全职,"['千万级用户', '阿里系团队', '弹性工作', '定期体检']",阿里系团队、丰厚的期权、五险一金、双休
安卓android工程师,73713,广东联通通信建设有限公司,150-500人,其他,3-5年,广州,12k-20k,本科,全职,"['技能培训', '年底双薪', '带薪年假', '绩效奖金']",五险一金，过节礼品，生日津贴，国企平台
高级android开发工程师,301642,播呗,150-500人,社交,3-5年,上海,30k-45k,本科,全职,"['带薪年假', '定期体检', '年底双薪', '年度旅游']",发展前景；团队氛围；行业发展
android开发工程师,161720,平安金服,2000人以上,金融,3-5年,上海,20k-30k,本科,全职,[],平安正式编制 银行福利体系好
android高级开发工程师,120836385,信安数字,15-50人,"信息安全,区块链",3-5年,深圳,17k-25k,本科,全职,"['五险一金', '弹性工作', '扁平管理', '领导好']",前沿技术、弹性工作制、人性化管理
Android技术专家 (MJ000146),36873,翼鸥教育,150-500人,"移动互联网,教育",5-10年,北京,35k-50k,本科,全职,"['节日礼物', '技能培训', '不限量零食', '岗位晋升']",大牛带队，同事nice
安卓android开发工程师,739387,民基悠步,150-500人,"硬件,软件开发",1-3年,南京,14k-24k,大专,全职,[],补充商业险
高级Android工程师,929,最右,500-2000人,文娱丨内容,3-5年,北京,25k-50k,本科,全职,"['技能培训', '连续创业团队', '年度旅游', '扁平管理']","大牛云集,高薪高股,成长空间大,不打卡"
安卓android开发工程师,584149,金华手速信息科技有限公司北京分公司,150-500人,软件开发,3-5年,北京,15k-25k,本科,全职,[],五险一金，定期团建
android架构师,929,最右,500-2000人,文娱丨内容,3-5年,北京,30k-60k,本科,全职,"['技能培训', '连续创业团队', '年度旅游', '扁平管理']",成长空间大，高薪高股，三餐房补
Android 高级开发工程师G00014,130397,小步网络,150-500人,移动互联网,3-5年,深圳,15k-30k,本科,全职,"['股票期权', '定期体检', '下午茶', '年度旅游']",牛人多氛围好弹性管理下午茶运动日生日会
软件开发工程师（Android/ios/php/Java/c++/嵌入式）,31304,尚米网络,150-500人,"移动互联网,电商",在校/应届,深圳,8k-13k,本科,全职,"['绩效奖金', '年度旅游', '技能培训', '免费早餐']",五险一金 专业培训 节日福利 免费早餐
初级Android开发工程师,31304,尚米网络,150-500人,"移动互联网,电商",在校/应届,深圳,8k-13k,本科,全职,"['绩效奖金', '年度旅游', '技能培训', '免费早餐']",五险一金 专业培训 节日福利 免费早餐
安卓开发工程师,117720135,济游网络,50-150人,游戏,1-3年,广州,15k-20k,大专,全职,[],"有钱,有产品,有渠道,有发展"
Android工程师 安卓工程师,68149,拿火音乐,50-150人,移动互联网,3-5年,广州,18k-30k,本科,全职,"['发挥不同思维', '追求极致', '热爱', '活力']",周末双休 环境优美 五险 员工活动
Android/iOS/Flutter开发工程师,55446,贝壳,2000人以上,房产家居,3-5年,北京,30k-60k,本科,全职,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",福利待遇高，不加班，技术氛围浓厚
安卓开发工程师（互联网医疗驻场开发）,441733,广州源创,50-150人,"电商,企业服务",3-5年,上海,12k-20k,本科,全职,"['扁平管理', '领导好', '五险一金', '绩效奖金']",个人发展 工作环境
Android开发工程师,66727,生活魔方,150-500人,消费生活,3-5年,深圳,10k-20k,大专,全职,"['股票期权', '定期体检', '带薪年假', '领导好']",美女程序员
Android研发工程师,5858,安居客,500-2000人,移动互联网,1-3年,北京,15k-30k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '五险一金']",绩效奖金 弹性工时 免费班车 综合补助
Android安卓开发,1738,及未科技,150-500人,"移动互联网,金融",3-5年,上海,15k-25k,本科,全职,"['股票期权', '五险一金', '带薪年假', '午餐补助']",极客团队，快速发展，无限成长空间！
高级android开发工程师,118452779,快睿科技,15-50人,广告营销,3-5年,北京,18k-25k,本科,全职,[],弹性工作
安卓android开发（急招）,120882131,七棠互娱,少于15人,"文娱丨内容,社交",不限,杭州,8k-10k,不限,全职,"['带薪年假', '弹性工作', '节日礼物', '领导好']",职业规划，下午茶，团建，假日福利
Android SDK技术顾问（北京）,102685,神策数据,500-2000人,数据服务,3-5年,北京,12k-18k,不限,全职,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",七险一金、餐补60元/天、年终奖2个月等
安卓开发,217659,北纬三十度,150-500人,"电商,医疗丨健康",3-5年,深圳,15k-25k,大专,全职,[],大平台 福利好 发展前景好
Android SDK 技术顾问,102685,神策数据,500-2000人,数据服务,3-5年,成都,10k-15k,本科,全职,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",七险一金、餐补60元/天、年终奖2个月起
应用开发资深工程师（Android）,254799,小鹏汽车,2000人以上,汽车丨出行,3-5年,上海,25k-35k,本科,全职,"['年底双薪', '专项奖金', '绩效奖金', '股票期权']",智能座舱
Android应用高级/资深工程师/专家,254799,小鹏汽车,2000人以上,汽车丨出行,不限,广州,25k-40k,不限,全职,"['年底双薪', '专项奖金', '绩效奖金', '股票期权']",国际化
android开发工程师,37465,二六三,500-2000人,"移动互联网,企业服务",1-3年,北京,12k-18k,本科,全职,"['年底双薪', '节日礼物', '技能培训', '带薪年假']",上市公司、专业培训、体检、团建、下午茶
android培训讲师,114259,北京八维研修学院,2000人以上,教育,3-5年,北京,20k-30k,大专,全职,"['绩效奖金', '带薪年假', '午餐补助', '技能培训']",薪资高，工作环境好，发展空间大！
安卓开发工程师,117568486,小瓜游戏,150-500人,游戏,在校/应届,广州,4k-6k,本科,全职,"['年底双薪', '绩效奖金', '带薪年假', '定期体检']",双休双薪 大牛导师 提供转正机会
android开发工程师,62352,众鸿科技,150-500人,其他,3-5年,深圳,10k-20k,本科,全职,"['年底双薪', '带薪年假', '年度旅游', '岗位晋升']",办公环境高大上，包工作餐，双休
android开发工程师,104224,酷宅,50-150人,"移动互联网,企业服务",1-3年,深圳,8k-14k,本科,全职,"['技能培训', '节日礼物', '股票期权', '带薪年假']","周末双休,节日福利,绩效奖金,带薪年假"
android开发工程师,122322818,庚申电子,50-150人,"硬件,软件开发",1-3年,广州,18k-20k,本科,全职,[],团队精神，更推崇快乐的工作氛围。
高级android工程师,121832694,蜂窝互娱,150-500人,"电商,社交",5-10年,深圳,20k-30k,本科,全职,[],产品发展前景、公司综合实力
安卓开发工程师,148755,take科技,15-50人,"移动互联网,其他",3-5年,南京,10k-17k,本科,全职,[],不加班，团建，前景好
android工程师,440042,绿联科技,500-2000人,电商,3-5年,深圳,15k-30k,本科,全职,[],C/C++ 软件开发工程师
Android开发工程师,489688,李先生,15-50人,电商,在校/应届,乌鲁木齐,5k-8k,不限,实习,[],希望能一起为梦想努力
Android开发工程师,489688,李先生,15-50人,电商,不限,乌鲁木齐,8k-12k,不限,全职,[],希望能一起为梦想努力
安卓开发工程师,37990,一手,500-2000人,"移动互联网,电商",3-5年,广州,15k-25k,本科,全职,"['节日礼物', '团队靠谱', '活动多多', '相当民主']",五险一金、期权
Android开发工程师,117688475,摩航时代,150-500人,文娱丨内容,3-5年,广州,12k-20k,本科,全职,"['股票期权', '年底双薪', '带薪年假', '定期体检']",技术氛围好 领导nice 大牛多
android开发工程师,37990,一手,500-2000人,"移动互联网,电商",3-5年,广州,15k-25k,本科,全职,"['节日礼物', '团队靠谱', '活动多多', '相当民主']",期权、餐补、C轮电商平台
Android研发工程师,18855,知识星球,15-50人,"移动互联网,信息安全",不限,深圳,8k-16k,大专,全职,"['五险一金', '带薪年假', '年度旅游', '弹性工作']",弹性工作制 带薪年假 五险一金 定期体检
高级android开发工程师,22490,华图在线,150-500人,移动互联网,3-5年,北京,15k-25k,本科,全职,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",加班可调休，带薪年假
安卓开发工程师,234685,大专家.COM,150-500人,"医疗丨健康,数据服务",1-3年,上海,9k-18k,本科,全职,"['扁平管理', '领导好', '节日礼物', '五险一金']",高速发展
安卓逆向工程师,377676,广州市搜游网络科技,15-50人,移动互联网,1-3年,广州,18k-25k,大专,全职,[],五险一金、带薪年假
android开发工程师,234685,大专家.COM,150-500人,"医疗丨健康,数据服务",1-3年,上海,10k-20k,本科,全职,"['扁平管理', '领导好', '节日礼物', '五险一金']",高速发展
android开发工程师,181455,美浮特,150-500人,医疗丨健康,3-5年,上海,15k-20k,本科,全职,"['年底双薪', '绩效奖金', '股票期权', '带薪年假']",发展前景好，外滩风景，领导好
android开发工程师,141955,嘀嗒出行,150-500人,汽车丨出行,3-5年,北京,15k-25k,本科,全职,"['绩效奖金', '年底双薪', '交通补助', '管理规范']",氛围好 加班少 管午餐 公司前景好
安卓开发工程师,369912,广州新视展投资咨询有限公司,150-500人,移动互联网,1-3年,广州,15k-30k,本科,全职,"['股票期权', '午餐补助', '年度旅游', '领导好']",五险一金、周末双休、大牛带导
Android开发工程师,13789,扇贝,150-500人,"移动互联网,教育",不限,南京,9k-16k,不限,全职,"['节日礼物', '带薪年假', '扁平管理', '定期体检']","团队棒,个人成长快"
Android高级开发工程师,13789,扇贝,150-500人,"移动互联网,教育",不限,南京,11k-22k,不限,全职,"['节日礼物', '带薪年假', '扁平管理', '定期体检']","团队棒,个人成长快"
安卓开发工程师,89089,浙江安厨大数据技术有限公司,150-500人,电商,3-5年,杭州,15k-18k,本科,全职,"['岗位晋升', '美女多', '帅哥多', '领导好']",蓝海行业，不定期团建
Android开发工程师,181694,卓牛科技,50-150人,移动互联网,1-3年,广州,8k-13k,本科,全职,"['扁平管理', '团队优秀', '发展空间大', '项目奖金']",季度项目奖 海内外市场 五险一金
Android开发工程师,181694,卓牛科技,50-150人,移动互联网,3-5年,广州,11k-20k,本科,全职,"['扁平管理', '团队优秀', '发展空间大', '项目奖金']",年终多薪 周末双休 海内外市场 五险一金
Android开发工程师,86102449,德科信息,2000人以上,"软件开发,物联网",3-5年,深圳,18k-25k,大专,全职,"['股票期权', '帅哥多', '领导好', '技能培训']",高薪资，年终奖
android开发工程师,82895640,斯达领科,50-150人,"电商,物联网",3-5年,北京,40k-80k,本科,全职,[],带薪年假 五险一金 节日福利 加班补贴
Android开发工程师,63500,紫川软件,500-2000人,"电商,金融",3-5年,深圳,14k-20k,大专,全职,"['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']",福利丰厚；年度旅游；定期体检
Android &amp; ios开发工程师,121816301,子凡科技,50-150人,"游戏,软件开发",5-10年,北京,15k-30k,本科,全职,"['专项奖金', '绩效奖金', '带薪年假', '扁平管理']",晋升空间大
安卓开发工程师,128324,乐摇摇,150-500人,移动互联网,3-5年,广州,14k-18k,本科,全职,"['绩效奖金', '带薪年假', '交通补助', '年终分红']",发展空间大 工作氛围好
Android开发工程师,204540,百果科技,150-500人,"移动互联网,电商",1-3年,深圳,15k-25k,本科,全职,"['绩效奖金', '年终分红', '带薪年假', '定期体检']","氛围好,老板暖,移动互联网"
android开发工程师,136714,Anker,500-2000人,移动互联网,3-5年,深圳,14k-26k,本科,全职,"['股票期权', '带薪年假', '定期体检', '年底多薪']",多元化团队 扁平化组织
Android开发工程师,303680,全民云,50-150人,"金融,移动互联网",不限,上海,15k-30k,不限,兼职,"['定期体检', '带薪年假', '领导好', '管理规范']",可长期合作
Android开发工程师,55446,贝壳,2000人以上,房产家居,3-5年,北京,20k-40k,本科,全职,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",十六薪
Android开发工程师,164634,百得思维,2000人以上,其他,1-3年,合肥,9k-11k,大专,全职,[],餐补+交通补+话补+节日福利+双休+班车
android开发工程师,164634,百得思维,2000人以上,其他,3-5年,合肥,10k-12k,本科,全职,[],双休+餐补+交通补+话补
android开发工程师,25592,新浪网,2000人以上,文娱丨内容,3-5年,北京,20k-35k,本科,全职,"['免费班车', '岗位晋升', '五险一金', '定期体检']","环境好,健身房,图书馆"
安卓开发工程师,574047,天颂互娱,15-50人,"移动互联网,广告营销",3-5年,深圳,5k-10k,大专,全职,[],2-3月可在家远程办公
Android开发工程师,146817,前海联动云,2000人以上,消费生活,3-5年,深圳,15k-20k,本科,全职,"['O2O', '带薪年假', '交通补助', '午餐补助']",千万注册会员
高级android开发工程师,385155,暖暖直播,50-150人,"移动互联网,社交",1-3年,广州,10k-16k,大专,全职,"['绩效奖金', '带薪年假']",双休 下午茶 愉悦的工作环境
安卓android开发工程师,238712,极易付,50-150人,"金融,移动互联网",3-5年,广州,12k-15k,大专,全职,"['绩效奖金', '带薪年假', '五险一金']",周末双休、带薪年假、年度体检、下午茶
安卓开发工程师,120917891,天派信息技术,15-50人,"通讯电子,软件开发",3-5年,郑州,6k-8k,不限,全职,[],发展前景广阔
android开发工程师,14563,有咖互动,150-500人,移动互联网,1-3年,北京,15k-20k,本科,全职,"['绩效奖金', '年底双薪', '带薪年假', '弹性工时']","五险一金,爱心早餐,商业保险"
android开发工程师,14563,有咖互动,150-500人,移动互联网,3-5年,北京,15k-30k,本科,全职,"['绩效奖金', '年底双薪', '带薪年假', '弹性工时']",新浪微博控股泛二次元产品，流量大，团队好
Android开发工程师,255,多贝网,50-150人,教育,1-3年,北京,20k-40k,本科,全职,"['都是年轻人', '不打卡', '自助餐管饱', '娱乐活动管够']",六险一金 免费午餐 不打卡 都是年轻人
android开发工程师,61488,四达时代集团,2000人以上,"文娱丨内容,硬件",1-3年,北京,14k-28k,本科,全职,"['年底双薪', '专项奖金', '绩效奖金', '交通补助']",技术大牛 重点项目 扁平团队
Android开发工程师,5026,唱吧-玩音乐，就上唱吧！,150-500人,"移动互联网,游戏",3-5年,北京,20k-35k,本科,全职,"['节日礼物', '股票期权', '带薪年假', '员工海外游']",高潜力 扁平化管理 技术氛围好
android开发工程师,573639,慧择信息集团,500-2000人,"移动互联网,企业服务",5-10年,深圳,30k-50k,本科,全职,"['年底双薪', '股票期权', '绩效奖金', '专项奖金']",老牌互联网公司、平台稳定、薪资待遇佳
高级android开发工程师,7094,小叶子The ONE,150-500人,"硬件,教育",5-10年,北京,15k-30k,本科,全职,"['优秀团队', '技术大牛多', '五险一金', '弹性工作']",五险一金，免费午晚餐，交通补助
android开发工程师,7101,海康威视,2000人以上,不限,3-5年,杭州,15k-30k,本科,全职,"['绩效奖金', '年终分红', '股票期权', '五险一金']",定期体检
安卓开发工程师,51472,广州小迈,150-500人,移动互联网,1-3年,广州,12k-18k,本科,全职,"['年度旅游', '六险一金', '餐费补贴', '递增年假']",扁平化，下午茶，团建，调薪
安卓开发工程师,5142,人人公司,2000人以上,"社交,金融",1-3年,北京,15k-30k,本科,全职,"['五险一金', '通讯津贴', '带薪年假', '绩效奖金']",出海项目
Android高级开发工程师,50702,美团,2000人以上,消费生活,1-3年,北京,20k-40k,本科,全职,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",发展前景好
美团平台-音视频研发工程师（iOS/Android方向）,50702,美团,2000人以上,消费生活,不限,北京,35k-70k,本科,全职,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",核心业务，团队氛围好，技术大牛多
android高级开发工程师,200554,阿里巴巴-阿里数据（数据技术及产品部）,2000人以上,电商,3-5年,杭州,20k-40k,本科,全职,"['绩效奖金', '股票期权', '带薪年假', '定期体检']",高回报，晋升快
android开发工程师,122224997,撼动软件,50-150人,软件开发,5-10年,北京,20k-30k,本科,全职,[],可以接触到很多牛人
android开发工程师,122224997,撼动软件,50-150人,软件开发,5-10年,北京,20k-30k,本科,全职,[],可以接触到很多牛人
android开发工程师,120287618,华里网络,50-150人,"企业服务,信息安全",3-5年,南京,10k-13k,本科,全职,[],长期稳定 周末双休 弹性工作
安卓android软件开发工程师,140656,武汉金华视,500-2000人,其他,不限,武汉,6k-8k,本科,全职,[],包食宿/五险一金
android开发工程师,119752,Oneway.mobi,15-50人,移动互联网,不限,广州,9k-15k,本科,全职,"['绩效奖金', '年终分红', '弹性工作', '定期体检']",工作餐；五险一金；牛人多；活力团队；
android开发工程师,327088,掌读科技,150-500人,"移动互联网,文娱丨内容",3-5年,杭州,15k-20k,本科,全职,[],五险一金/试用期不打折/氛围佳/无加班文化
安卓开发工程师,120389130,影朦科技,500-2000人,"游戏,软件开发",1-3年,成都,10k-16k,大专,全职,"['带薪年假', '年底双薪', '通讯津贴', '午餐补助']",超甲办公环境、年终奖金、旅游、五险一金
安卓android开发工程师,286739,政浩软件,15-50人,移动互联网,3-5年,上海,14k-16k,本科,全职,"['年底双薪', '股票期权', '绩效奖金', '年终分红']",甲方，非外包外派，不加班，活动多，人性化管理
android开发工程师,339816,妙享技术,50-150人,"移动互联网,社交",1-3年,重庆,6k-12k,本科,全职,"['带薪年假', '弹性工作', '节日礼物', '领导好']","五险,团建活动,绩效奖金,弹性工作"
android开发工程师,97901,闲猫互动,50-150人,"移动互联网,广告营销",不限,深圳,12k-24k,不限,全职,"['节日礼物', '年底双薪', '绩效奖金', '扁平管理']",技术氛围好 平台项目好 发展空间好
Android开发工程师,61692,Max+&小黑盒,50-150人,游戏,1-3年,北京,15k-30k,本科,全职,"['带薪年假', '扁平管理', '五险一金', '弹性工作']",北大博士 腾讯大牛 电竞大数据 期权激励
安卓开发工程师,45177,九浚,15-50人,"移动互联网,广告营销",5-10年,广州,18k-26k,大专,全职,"['节日礼物', '专项奖金', '绩效奖金', '年度旅游']",大牛导师，丰厚奖金，年度旅游，年底双薪
Android开发工程师,21085,skyroam,150-500人,移动互联网,3-5年,深圳,10k-20k,本科,全职,"['帅哥萌妹多', '带薪年假', '绩效奖金', '年度旅游']",发展前景好
Android开发工程师,122314000,马上播,15-50人,其他,1-3年,杭州,10k-15k,大专,全职,[],节日福利 地铁附近 年终奖金
android开发工程师,120479695,拂袖科技,50-150人,"游戏,软件开发",1-3年,成都,8k-15k,本科,全职,"['带薪年假', '定期体检', '节日礼物', '扁平管理']",五险、团建、节日福利
高级Android开发工程师,132108,伴伴,150-500人,"移动互联网,社交",3-5年,武汉,20k-40k,本科,全职,"['年底双薪', '午餐补助', '弹性工作', '扁平管理']",薪酬优厚、地铁周边、管理扁平、氛围简单
Android开发工程师,520,小米集团,2000人以上,硬件,在校/应届,武汉,10k-20k,本科,全职,"['快速成长', '免费班车', '扁平管理', '技能培训']",大平台 团队氛围好
android开发工程师,117930970,新势界,15-50人,"社交,VR丨AR",3-5年,北京,20k-25k,本科,全职,"['年底双薪', '领导好', '五险一金', '不加班']",五险一金，同事好，健身房，不加班，年底双薪
安卓开发工程师,122104731,世盟信息,150-500人,"企业服务,软件开发",3-5年,深圳,20k-30k,本科,全职,[],五险一金 双休 年终奖 人才住房 不是外包
安卓开发工程师,594121,机场国旅,500-2000人,旅游,1-3年,上海,12k-24k,本科,全职,"['股票期权', '绩效奖金', '带薪年假', '定期体检']",额外年休假 晋升空间大 扁平化管理 领导好
高级Android开发工程师,85693960,GamesVessel,50-150人,"游戏,软件开发",3-5年,北京,15k-30k,本科,全职,"['定期体检', '绩效奖金', '弹性工作', '扁平管理']",高成长，六险一金，年度体检，定期团建
android开发工程师,117930970,新势界,15-50人,"社交,VR丨AR",3-5年,北京,20k-25k,本科,全职,"['年底双薪', '领导好', '五险一金', '不加班']",五险一金，同事好，健身房，不加班，年底双薪
Android开发工程师,412332,申米信息,50-150人,移动互联网,3-5年,西安,10k-15k,本科,全职,"['带薪年假', '年底双薪', '节日礼物', '领导好']","领导好,空间大,氛围好,年终奖"
安卓开发工程师,412332,申米信息,50-150人,移动互联网,1-3年,上海,10k-15k,大专,全职,"['带薪年假', '年底双薪', '节日礼物', '领导好']","空间大,领导好,氛围好,年假"
android开发工程师,223113,我有券,15-50人,"移动互联网,电商",3-5年,上海,16k-22k,本科,全职,"['带薪年假', '扁平管理', '年终分红', '交通便利']",挑战与机遇 扁平化管理 老板NICE 氛围棒
android开发工程师,1291,企鹅杏仁,500-2000人,"移动互联网,消费生活",3-5年,上海,17k-24k,本科,全职,"['五险一金', '弹性工作', '岗位晋升', '顶尖团队']","环境好,福利好,氛围好,发展好"
Android开发工程师,26782,探探,150-500人,"移动互联网,社交",3-5年,北京,25k-50k,本科,全职,"['股票期权', '带薪年假', '岗位晋升', '扁平管理']",技术大牛带队
高级android开发工程师,145486,优必选科技,500-2000人,"移动互联网,硬件",5-10年,深圳,20k-30k,本科,全职,"['人工智能', '机器人', '午餐补助', '扁平化管理']",人工智能、自动驾驶、移动机器人
Android开发工程师 (MJ000046),36873,翼鸥教育,150-500人,"移动互联网,教育",5-10年,北京,25k-40k,本科,全职,"['节日礼物', '技能培训', '不限量零食', '岗位晋升']",大牛带队，团队nice
Android开发工程师,12745,英威诺,150-500人,"移动互联网,数据服务",3-5年,深圳,15k-25k,本科,全职,"['五险一金', '带薪年假', '节日礼物', '岗位晋升']",周末双休、弹性上班、健身房、六险一金
android高级开发工程师,573639,慧择信息集团,500-2000人,"移动互联网,企业服务",5-10年,深圳,20k-40k,本科,全职,"['年底双薪', '股票期权', '绩效奖金', '专项奖金']",薪资待遇丰厚
android开发工程师,499862,中庆集团,150-500人,"教育,人工智能",3-5年,青岛,9k-16k,本科,全职,[],30年老企业 行业地位 朝阳行业
iOS/Android研发工程师,40197,巧房科技,150-500人,"移动互联网,企业服务",在校/应届,长沙,3k-6k,本科,全职,"['年底双薪', '带薪年假', '绩效奖金', '岗位晋升']",五险一金，周末双休，扁平管理
android开发工程师,306614,椰子传媒,50-150人,移动互联网,1-3年,北京,14k-25k,本科,全职,"['年底双薪', '定期体检', '公司氛围好']",职业发展好
Android开发工程师,248005,北京聚和天成科技有限公司,50-150人,"移动互联网,金融",5-10年,北京,20k-30k,本科,全职,"['专项奖金', '年终分红', '带薪年假', '定期体检']",区块链 团队氛围好
Android开发工程师,98754,云账户,150-500人,"移动互联网,数据服务",10年以上,上海,30k-60k,本科,全职,"['带薪年假', '绩效奖金', '定期体检', '自助午/晚餐']",薪资福利优厚
安卓开发工程师,82764512,深至信息,150-500人,"医疗丨健康,数据服务",3-5年,上海,20k-40k,本科,全职,"['专项奖金', '带薪年假', '交通补助', '绩效奖金']",发展前景好
android开发工程师,118520809,北京平方佳企业管理有限公司,50-150人,"教育,数据服务",3-5年,北京,20k-25k,本科,全职,[],加班强度小
安卓开发工程师,321870,iHandy,150-500人,移动互联网,1年以下,北京,12k-20k,本科,全职,"['带薪年假', '定期体检', '文化open', '扁平化管理']",团队气氛好 良好的成长平台
高级android开发工程师,105676,易迁网络科技有限公司,50-150人,"移动互联网,数据服务",5-10年,上海,20k-30k,本科,全职,"['节日礼物', '带薪年假', '年度旅游', '扁平管理']",公司发展好
Android开发工程师,105676,易迁网络科技有限公司,50-150人,"移动互联网,数据服务",不限,广州,20k-30k,本科,全职,"['节日礼物', '带薪年假', '年度旅游', '扁平管理']",五险一金，年终奖金
android开发工程师,479334,海昌信息,50-150人,"移动互联网,企业服务",1-3年,武汉,7k-10k,本科,全职,"['股票期权', '绩效奖金', '带薪年假', '定期体检']",年薪绩效+期权
android开发工程师,118933,HIGO,50-150人,电商,1-3年,北京,12k-18k,本科,全职,"['午餐补助', '带薪年假', '股票期权', '弹性工作']",六险一金，房补，餐补，下午茶，不打卡
高级android开发工程师,411695,外研在线,150-500人,"移动互联网,教育",3-5年,北京,20k-40k,本科,全职,[],福利好，8险一金，食堂，年假更多
